Date,USD,JPY,CZK,DKK,GBP,HUF,PLN,SEK,CHF,NOK,AUD,CAD,HKD,KRW,NZD,SGD,ZAR
2022-06-01,1.0712,138.68,24.748,7.4393,0.85158,395.03,4.5913,10.4758,1.0305,10.0438,1.4861,1.3536,8.4057,1331.44,1.6442,1.47,16.609
2022-05-31,1.0713,137.36,24.714,7.4394,0.85138,396.2,4.5805,10.5053,1.0281,10.0983,1.4933,1.3573,8.4063,1329.32,1.6459,1.4687,16.745
2022-05-30,1.0764,137.25,24.712,7.4391,0.8515,392.18,4.5855,10.518,1.0327,10.1256,1.4982,1.3647,8.449,1331.66,1.6439,1.4719,16.648
2022-05-27,1.0722,136.05,24.7,7.4392,0.84875,392.83,4.5858,10.5293,1.0258,10.179,1.4995,1.3661,8.4165,1343.63,1.6426,1.4679,16.746
2022-05-26,1.0697,135.95,24.676,7.4409,0.85073,391.72,4.6083,10.5983,1.0283,10.2715,1.511,1.3715,8.397,1352.69,1.6541,1.4709,16.9312
2022-05-25,1.0656,135.34,24.648,7.4405,0.85295,388.25,4.621,10.5419,1.0269,10.2704,1.5126,1.372,8.3647,1354.61,1.6539,1.4676,16.7628
2022-05-24,1.072,136.49,24.663,7.4411,0.8575,383.33,4.6015,10.5013,1.0334,10.289,1.5152,1.3714,8.4143,1353.65,1.6656,1.4722,16.7814
2022-05-23,1.0659,136.05,24.594,7.4413,0.84783,381.65,4.621,10.4918,1.031,10.252,1.4982,1.3626,8.3664,1344.19,1.6463,1.4639,16.7437
2022-05-20,1.0577,135.34,24.67,7.4424,0.8482,382.93,4.6365,10.4915,1.028,10.262,1.498,1.3526,8.2999,1340.58,1.6518,1.4588,16.7131
2022-05-19,1.0525,134.46,24.7,7.4423,0.84728,385.83,4.6423,10.5098,1.0265,10.3102,1.5036,1.349,8.2594,1343.21,1.6551,1.4576,16.8315
2022-05-18,1.0523,135.76,24.647,7.4419,0.8467,382.88,4.6443,10.4675,1.0486,10.2125,1.498,1.3488,8.2591,1332.76,1.6548,1.4598,16.7313
2022-05-17,1.0541,136.32,24.712,7.4414,0.844,386.3,4.6488,10.4393,1.0457,10.178,1.4993,1.3517,8.2744,1333.66,1.6561,1.4589,16.844
2022-05-16,1.0422,135.01,24.71,7.4418,0.85045,385.85,4.6675,10.4978,1.0479,10.2188,1.5057,1.3473,8.1812,1337.9,1.6601,1.4531,16.9195
2022-05-13,1.0385,133.91,24.74,7.4412,0.85115,385.0,4.6883,10.4905,1.0385,10.2043,1.5067,1.3505,8.1522,1330.83,1.6633,1.45,16.7789
2022-05-12,1.0408,133.85,24.925,7.4413,0.85293,382.2,4.668,10.5648,1.0377,10.2898,1.5163,1.3569,8.1702,1341.98,1.6692,1.4529,16.8806
2022-05-11,1.0553,137.07,25.365,7.4393,0.85393,379.13,4.6575,10.526,1.0446,10.1793,1.5055,1.3685,8.2839,1343.99,1.6645,1.4622,16.9275
2022-05-10,1.0554,137.38,25.014,7.4386,0.85595,380.15,4.6763,10.6075,1.0479,10.2315,1.5162,1.3707,8.2847,1346.56,1.6707,1.4667,17.005
2022-05-09,1.0559,138.1,25.055,7.4385,0.85235,383.23,4.6985,10.5818,1.0462,10.0583,1.5048,1.3656,8.2887,1345.48,1.6584,1.4676,17.1332
2022-05-06,1.057,137.9,24.665,7.44,0.85625,381.47,4.7028,10.4686,1.0419,9.9808,1.4888,1.356,8.2969,1343.9,1.644,1.4642,16.9614
2022-05-05,1.0568,137.18,24.606,7.4405,0.8519,378.65,4.6673,10.3748,1.0355,9.8463,1.4669,1.3483,8.2948,1330.89,1.6273,1.4561,16.5862
2022-05-04,1.0531,136.84,24.644,7.4409,0.84194,377.55,4.6875,10.3968,1.0324,9.9042,1.478,1.3498,8.2655,1331.45,1.6333,1.4559,16.6489
2022-05-03,1.0556,137.06,24.662,7.4403,0.8413,382.15,4.6925,10.3978,1.0272,9.909,1.4825,1.357,8.2838,1335.64,1.6366,1.4605,16.8303
2022-05-02,1.0524,136.63,24.671,7.4391,0.8381,378.51,4.685,10.4035,1.0253,9.9248,1.4913,1.356,8.2581,1333.71,1.6362,1.4585,16.7383
2022-04-29,1.054,137.01,24.605,7.4415,0.83908,378.71,4.678,10.2958,1.0229,9.7525,1.4699,1.3426,8.2703,1326.71,1.6119,1.4545,16.6473
2022-04-28,1.0485,137.13,24.526,7.4421,0.8435,377.06,4.6891,10.3594,1.0216,9.899,1.4814,1.3498,8.2267,1337.82,1.6221,1.4556,16.7472
2022-04-27,1.0583,135.57,24.55,7.441,0.84215,379.74,4.7043,10.4035,1.0229,9.7838,1.4828,1.3572,8.3045,1341.98,1.6118,1.4602,16.8406
2022-04-26,1.0674,136.15,24.423,7.4393,0.84135,374.46,4.6466,10.3935,1.0229,9.7943,1.4828,1.3613,8.3735,1340.02,1.6102,1.4666,16.7787
2022-04-25,1.0746,137.73,24.418,7.4391,0.8433,374.08,4.6398,10.3476,1.0267,9.7018,1.4972,1.3709,8.4325,1344.49,1.624,1.4757,16.8549
2022-04-22,1.0817,138.83,24.32,7.4402,0.83925,370.35,4.6336,10.278,1.0336,9.6255,1.4816,1.3714,8.4859,1344.04,1.6193,1.4784,16.8652
2022-04-21,1.0887,139.61,24.38,7.4403,0.83523,370.6,4.63,10.2553,1.0335,9.5788,1.4653,1.36,8.5406,1348.33,1.6053,1.482,16.5996
2022-04-20,1.083,138.53,24.409,7.4405,0.82965,371.36,4.6338,10.23,1.0254,9.5443,1.4581,1.3579,8.494,1337.89,1.595,1.4779,16.3019
2022-04-19,1.0803,138.4,24.424,7.4391,0.82955,374.12,4.6553,10.3408,1.0208,9.5228,1.4663,1.3631,8.4698,1339.46,1.6016,1.4763,16.0401
2022-04-14,1.0878,136.32,24.42,7.4389,0.82908,376.57,4.6478,10.3008,1.0189,9.5313,1.4612,1.3663,8.5298,1334.71,1.5957,1.4732,15.9331
2022-04-13,1.0826,136.26,24.45,7.4377,0.8328,378.45,4.6453,10.3323,1.0116,9.5693,1.4603,1.37,8.4867,1328.47,1.5991,1.4769,15.682
2022-04-12,1.0861,136.29,24.45,7.4379,0.83455,377.78,4.6552,10.332,1.0131,9.5395,1.4599,1.3724,8.5112,1335.49,1.5874,1.4803,15.849
2022-04-11,1.09,137.01,24.429,7.4375,0.83693,378.27,4.6456,10.3128,1.018,9.5478,1.4654,1.3738,8.544,1345.23,1.5938,1.4874,15.9127
2022-04-08,1.0861,134.87,24.479,7.4372,0.83355,375.66,4.6437,10.2768,1.0155,9.508,1.4552,1.3675,8.5134,1333.12,1.5849,1.4801,15.9968
2022-04-07,1.0916,135.32,24.512,7.4378,0.8345,379.26,4.637,10.313,1.0185,9.5595,1.4578,1.3704,8.5554,1330.92,1.5816,1.4848,16.052
2022-04-06,1.0923,135.3,24.441,7.4378,0.83473,377.77,4.6328,10.2855,1.0187,9.5523,1.4431,1.3647,8.5617,1330.44,1.5718,1.4844,15.9934
2022-04-05,1.0969,134.76,24.338,7.4378,0.8349,370.93,4.6265,10.2593,1.0141,9.5398,1.4374,1.3647,8.5917,1330.81,1.5657,1.4867,15.9529
2022-04-04,1.1005,135.08,24.32,7.4385,0.8389,369.15,4.6375,10.3849,1.0203,9.5489,1.4651,1.3749,8.6226,1338.41,1.586,1.4938,16.0957
2022-04-01,1.1052,135.35,24.376,7.4388,0.84145,368.12,4.6401,10.332,1.0217,9.6628,1.4696,1.3805,8.6596,1345.61,1.5911,1.4985,16.1685
2022-03-31,1.1101,135.17,24.375,7.4379,0.84595,369.77,4.6531,10.337,1.0267,9.711,1.4829,1.3896,8.6918,1347.37,1.6014,1.5028,16.1727
2022-03-30,1.1126,135.47,24.45,7.4391,0.84563,368.13,4.6679,10.3498,1.0309,9.6398,1.4809,1.3891,8.7081,1346.97,1.5947,1.5064,16.1288
2022-03-29,1.1085,136.66,24.464,7.4388,0.8444,369.8,4.6594,10.329,1.0362,9.5995,1.4795,1.387,8.6767,1345.62,1.6054,1.5051,16.1804
2022-03-28,1.0966,135.93,24.65,7.4393,0.83643,374.13,4.718,10.4225,1.0257,9.5123,1.459,1.3702,8.5861,1342.49,1.5838,1.4921,15.9925
2022-03-25,1.1002,134.07,24.645,7.4404,0.8338,373.81,4.7307,10.3505,1.0207,9.5205,1.4624,1.3781,8.6117,1343.32,1.5787,1.4919,16.0386
2022-03-24,1.0978,133.71,24.72,7.4397,0.83288,374.44,4.7421,10.3555,1.0225,9.4923,1.4668,1.3806,8.5897,1342.53,1.5812,1.4912,16.1478
2022-03-23,1.0985,132.65,24.605,7.4381,0.8328,372.25,4.7052,10.4005,1.0269,9.6425,1.4728,1.384,8.5948,1337.76,1.5822,1.4919,16.2501
2022-03-22,1.1024,132.96,24.679,7.4402,0.83228,371.23,4.6851,10.3822,1.0275,9.6233,1.4802,1.3867,8.6285,1343.81,1.586,1.4957,16.343
2022-03-21,1.1038,131.57,24.683,7.4411,0.83775,374.48,4.696,10.4088,1.0278,9.6575,1.4897,1.3898,8.6387,1342.62,1.5997,1.496,16.4543
2022-03-18,1.1008,131.4,24.837,7.4423,0.83925,375.33,4.7135,10.4303,1.0314,9.694,1.4945,1.3911,8.6101,1337.31,1.6026,1.4952,16.5347
2022-03-17,1.1051,131.27,24.777,7.4439,0.84315,372.05,4.6889,10.4503,1.0385,9.78,1.5055,1.3998,8.6391,1340.02,1.613,1.498,16.5286
2022-03-16,1.0994,130.05,24.687,7.4412,0.83988,371.18,4.6765,10.4205,1.0336,9.7988,1.5165,1.3967,8.5996,1353.77,1.6168,1.4966,16.5574
2022-03-15,1.0991,129.67,24.867,7.441,0.84053,371.41,4.7355,10.526,1.0322,9.849,1.5234,1.4099,8.6026,1366.05,1.6216,1.4993,16.6249
2022-03-14,1.096,129.3,24.89,7.4405,0.83915,373.88,4.7218,10.5368,1.0249,9.8588,1.5137,1.3978,8.5815,1357.77,1.613,1.4947,16.5029
2022-03-11,1.099,128.46,25.213,7.4402,0.8397,380.92,4.782,10.646,1.023,9.8033,1.5017,1.4024,8.6007,1354.04,1.6053,1.4949,16.4896
2022-03-10,1.1084,128.54,25.316,7.4401,0.84175,381.63,4.8239,10.7073,1.027,9.919,1.5109,1.4189,8.6688,1360.48,1.6185,1.5058,16.7264
2022-03-09,1.0993,127.31,25.364,7.444,0.8357,379.66,4.8196,10.734,1.0198,9.798,1.4991,1.4108,8.5974,1357.08,1.6055,1.4966,16.656
2022-03-08,1.0892,126.03,25.642,7.4441,0.83185,388.28,4.9103,10.8803,1.0111,9.7925,1.4971,1.3978,8.5183,1344.71,1.5958,1.4856,16.7051
2022-03-07,1.0895,125.55,25.584,7.4406,0.82625,393.25,4.9525,10.8573,1.0069,9.8325,1.4751,1.3864,8.5154,1338.45,1.5861,1.4831,16.6951
2022-03-04,1.0929,126.17,25.737,7.4394,0.82388,386.54,4.853,10.7935,1.0056,9.8358,1.4872,1.3937,8.5411,1332.23,1.6005,1.4872,16.8044
2022-03-03,1.1076,128.18,25.634,7.4399,0.82773,378.64,4.7691,10.7688,1.0192,9.8418,1.5139,1.3992,8.6547,1334.2,1.6329,1.5042,16.8798
2022-03-02,1.1106,128.08,25.866,7.4387,0.83316,382.31,4.8021,10.788,1.0216,9.8826,1.5272,1.4088,8.6785,1338.99,1.6404,1.5059,17.1904
2022-03-01,1.1162,128.15,25.465,7.4377,0.8329,379.6,4.7947,10.6893,1.0247,9.8598,1.5365,1.4158,8.7234,1342.6,1.6484,1.515,17.2145
2022-02-28,1.1199,129.31,24.997,7.4404,0.8355,369.72,4.6835,10.6055,1.0336,9.9465,1.5508,1.4264,8.7514,1347.62,1.6628,1.5201,17.2863
2022-02-25,1.1216,129.64,24.66,7.4418,0.8374,365.28,4.6369,10.5848,1.0398,9.9756,1.5541,1.4325,8.7578,1346.44,1.6651,1.5176,17.0315
2022-02-24,1.1163,128.28,25.09,7.4405,0.83463,368.63,4.6554,10.7338,1.032,10.0878,1.5593,1.4316,8.7178,1347.7,1.6692,1.5125,17.1634
2022-02-23,1.1344,130.58,24.473,7.4388,0.83463,357.25,4.5481,10.5658,1.0431,10.0335,1.5592,1.4394,8.8529,1350.23,1.6679,1.5253,17.0508
2022-02-22,1.1342,130.54,24.496,7.4392,0.83685,355.89,4.5447,10.5996,1.0422,10.1018,1.5739,1.4441,8.8495,1353.34,1.6848,1.5268,17.1768
2022-02-21,1.1338,130.2,24.345,7.4397,0.83298,357.54,4.5351,10.6535,1.0387,10.1738,1.5751,1.4454,8.8443,1353.02,1.687,1.5265,17.1895
2022-02-18,1.1354,130.59,24.337,7.4382,0.83425,356.37,4.5201,10.5796,1.0452,10.1465,1.5754,1.4424,8.8566,1356.45,1.6896,1.5255,17.0858
2022-02-17,1.137,130.84,24.383,7.4398,0.83493,356.08,4.5065,10.593,1.0466,10.1225,1.5786,1.4439,8.8692,1360.7,1.695,1.5278,16.9893
2022-02-16,1.1372,131.56,24.365,7.441,0.8394,355.65,4.4961,10.5363,1.0516,10.1095,1.5859,1.4416,8.8712,1361.31,1.7108,1.5291,17.214
2022-02-15,1.1345,131.18,24.419,7.4422,0.83765,355.33,4.5036,10.5739,1.0483,10.0893,1.5888,1.4433,8.8527,1357.5,1.7143,1.5265,17.1767
2022-02-14,1.1316,130.6,24.527,7.4411,0.8372,357.06,4.54,10.6158,1.0472,10.0693,1.5902,1.4431,8.8283,1354.5,1.7112,1.5247,17.131
2022-02-11,1.1417,132.24,24.405,7.44,0.83958,353.38,4.5204,10.553,1.0557,10.0732,1.5927,1.4498,8.9054,1363.68,1.7085,1.5339,17.2736
2022-02-10,1.1439,132.42,24.35,7.4404,0.84248,354.02,4.4921,10.5275,1.0571,10.0693,1.5894,1.4498,8.9142,1367.52,1.7076,1.5345,17.3078
2022-02-09,1.1435,132.04,24.288,7.4437,0.84255,352.94,4.5135,10.4075,1.0555,10.0585,1.5933,1.4514,8.9106,1365.72,1.7107,1.5349,17.5281
2022-02-08,1.1408,131.68,24.259,7.4437,0.84363,353.09,4.5312,10.4433,1.0545,10.0758,1.6025,1.4505,8.8923,1367.88,1.7196,1.5349,17.638
2022-02-07,1.1447,131.59,24.222,7.4443,0.84685,353.48,4.5432,10.4483,1.0571,10.0658,1.6097,1.4546,8.9202,1371.76,1.7278,1.5389,17.7
2022-02-04,1.1464,131.72,24.36,7.4432,0.84593,352.92,4.5474,10.4465,1.0567,10.0483,1.6165,1.4583,8.9286,1374.04,1.7287,1.5419,17.5875
2022-02-03,1.1286,129.63,24.135,7.4388,0.83208,353.94,4.5315,10.387,1.0407,9.9545,1.5849,1.4334,8.7966,1358.42,1.7001,1.5212,17.2864
2022-02-02,1.1323,129.37,24.298,7.4383,0.83395,354.45,4.5449,10.385,1.0399,9.9228,1.5828,1.433,8.8245,1359.23,1.701,1.5254,17.3459
2022-02-01,1.126,129.12,24.335,7.4407,0.83498,356.38,4.5804,10.4438,1.0374,9.9638,1.5868,1.4299,8.7779,1353.61,1.7032,1.5199,17.1633
2022-01-31,1.1156,128.79,24.372,7.4419,0.83153,357.19,4.5892,10.489,1.0404,10.0085,1.582,1.4233,8.6994,1349.08,1.6983,1.511,17.3734
2022-01-28,1.1138,128.68,24.443,7.4432,0.83178,358.42,4.5755,10.552,1.0378,10.026,1.5971,1.4239,8.681,1349.47,1.7031,1.5109,17.3844
2022-01-27,1.116,128.74,24.427,7.4428,0.83368,358.09,4.5592,10.445,1.0391,9.9903,1.5771,1.4161,8.6951,1344.5,1.6872,1.5089,17.1112
2022-01-26,1.1277,128.86,24.531,7.442,0.83458,359.67,4.5864,10.4493,1.0386,10.0115,1.5727,1.4173,8.7791,1350.03,1.6865,1.5162,17.0858
2022-01-25,1.1268,128.49,24.5,7.4437,0.83713,359.44,4.5751,10.502,1.0364,10.1385,1.5814,1.4247,8.7725,1350.71,1.6911,1.5157,17.2669
2022-01-24,1.1304,128.62,24.528,7.4431,0.83803,359.84,4.5572,10.5038,1.0308,10.1638,1.5866,1.4269,8.8003,1352.41,1.6901,1.5216,17.2509
2022-01-21,1.1348,129.14,24.347,7.4431,0.83633,358.19,4.5318,10.414,1.0353,10.0523,1.5774,1.4211,8.837,1351.89,1.6884,1.526,17.1546
2022-01-20,1.1338,129.53,24.263,7.4424,0.83265,355.81,4.5228,10.3708,1.0382,9.9578,1.5662,1.4158,8.8274,1349.16,1.6731,1.5261,17.2531
2022-01-19,1.1345,129.86,24.313,7.4419,0.83168,355.88,4.5229,10.3428,1.0383,9.9368,1.5709,1.4144,8.8392,1347.1,1.6684,1.5293,17.3889
2022-01-18,1.1367,130.39,24.426,7.4425,0.83673,357.0,4.526,10.3185,1.0414,9.9638,1.5833,1.4228,8.8576,1355.33,1.6798,1.5349,17.5398
2022-01-17,1.1403,130.64,24.467,7.4417,0.83573,356.09,4.5256,10.305,1.0429,9.9623,1.5811,1.4287,8.8844,1359.89,1.6765,1.5374,17.601
2022-01-14,1.1447,130.17,24.493,7.4414,0.83508,356.1,4.5414,10.2684,1.0429,9.9863,1.5803,1.433,8.9119,1361.27,1.6745,1.5418,17.6043
2022-01-13,1.1463,130.98,24.458,7.4409,0.83545,355.24,4.5361,10.238,1.0453,9.9333,1.5709,1.4304,8.9289,1359.24,1.6676,1.5427,17.6381
2022-01-12,1.137,131.19,24.423,7.4414,0.83338,355.98,4.5359,10.264,1.0486,9.927,1.5762,1.4261,8.863,1353.27,1.6775,1.5358,17.5645
2022-01-11,1.1336,130.95,24.412,7.4404,0.83475,357.45,4.5438,10.3075,1.0502,10.0165,1.5804,1.4329,8.8384,1352.85,1.6772,1.5342,17.7094
2022-01-10,1.1318,130.45,24.357,7.4381,0.83398,358.4,4.5334,10.3038,1.0446,10.0253,1.5774,1.4327,8.8233,1355.68,1.6753,1.5344,17.6999
2022-01-07,1.1298,130.9,24.439,7.438,0.8343,358.68,4.5496,10.2839,1.0422,10.0288,1.5804,1.4374,8.8133,1359.96,1.6748,1.5356,17.6701
2022-01-06,1.1315,131.05,24.528,7.4393,0.83593,359.84,4.5614,10.3265,1.0395,10.035,1.5778,1.4451,8.8272,1362.06,1.6752,1.5388,17.7932
2022-01-05,1.1319,131.03,24.581,7.4384,0.83546,362.15,4.5666,10.2545,1.0364,9.9672,1.56,1.4399,8.8227,1354.61,1.6597,1.534,17.9369
2022-01-04,1.1279,131.17,24.745,7.4378,0.83618,365.12,4.5667,10.2808,1.0355,10.0138,1.5682,1.4382,8.7919,1352.91,1.6668,1.531,18.108
2022-01-03,1.1355,130.56,24.818,7.4382,0.84135,367.71,4.5895,10.2958,1.0372,10.0013,1.5691,1.442,8.8541,1354.4,1.6651,1.5333,17.9661
2021-12-31,1.1326,130.38,24.858,7.4364,0.84028,369.19,4.5969,10.2503,1.0331,9.9888,1.5615,1.4393,8.8333,1346.38,1.6579,1.5279,18.0625
2021-12-30,1.1334,130.44,24.917,7.4365,0.8393,370.15,4.596,10.2438,1.0363,9.9703,1.5594,1.4481,8.8399,1347.56,1.6545,1.533,18.0173
2021-12-29,1.1303,129.97,24.958,7.4365,0.84115,370.22,4.6037,10.2608,1.038,9.9883,1.5638,1.4486,8.8127,1341.06,1.6625,1.5309,17.9471
2021-12-28,1.1331,130.16,24.98,7.4362,0.84248,369.08,4.6063,10.2528,1.0381,9.9728,1.5603,1.4487,8.838,1345.14,1.6602,1.5335,17.8113
2021-12-27,1.1312,129.79,25.139,7.4362,0.8433,370.22,4.605,10.325,1.0396,10.0405,1.5685,1.4529,8.8246,1343.6,1.666,1.5354,17.5609
2021-12-24,1.1317,129.45,25.014,7.436,0.84389,370.82,4.619,10.33,1.0402,10.0043,1.5645,1.4502,8.8255,1343.18,1.6589,1.5343,17.5821
2021-12-23,1.131,129.39,25.088,7.4362,0.84228,369.84,4.628,10.3035,1.0413,10.0113,1.5639,1.451,8.8215,1343.29,1.6609,1.5379,17.7769
2021-12-22,1.1301,129.08,25.24,7.4362,0.849,368.54,4.632,10.2906,1.0432,10.0613,1.5758,1.4589,8.8155,1346.25,1.6674,1.5422,17.9668
2021-12-21,1.1295,128.44,25.24,7.4362,0.8528,368.0,4.6375,10.3315,1.0417,10.1488,1.584,1.4599,8.8111,1345.39,1.6726,1.5414,17.9025
2021-12-20,1.1273,127.98,25.234,7.4363,0.85205,366.69,4.6337,10.301,1.0408,10.1915,1.5855,1.4569,8.7943,1343.4,1.6778,1.5415,17.8271
2021-12-17,1.133,128.28,25.255,7.4364,0.85208,367.57,4.6336,10.2753,1.0409,10.1783,1.5815,1.4527,8.8388,1342.76,1.6738,1.5459,17.928
2021-12-16,1.1336,129.37,25.282,7.4362,0.84835,369.24,4.6278,10.2465,1.0457,10.1458,1.5714,1.4484,8.8432,1341.38,1.661,1.5455,18.1121
2021-12-15,1.1262,128.25,25.271,7.4362,0.8498,369.09,4.6272,10.2565,1.0416,10.2278,1.5763,1.4496,8.7861,1335.4,1.6689,1.5405,18.1976
2021-12-14,1.1309,128.45,25.334,7.4362,0.85345,366.85,4.63,10.281,1.0404,10.2475,1.5866,1.449,8.8227,1338.31,1.6723,1.5469,18.1219
2021-12-13,1.1278,128.19,25.401,7.4362,0.85158,367.07,4.6221,10.231,1.0418,10.1598,1.5795,1.4388,8.7967,1333.6,1.6651,1.542,17.9694
2021-12-10,1.1273,128.2,25.365,7.4362,0.85355,365.58,4.6123,10.2463,1.0424,10.1335,1.5765,1.434,8.7918,1331.35,1.6635,1.5396,18.0414
2021-12-09,1.1311,128.21,25.434,7.4362,0.8574,365.81,4.6045,10.257,1.0446,10.155,1.584,1.4363,8.8186,1331.42,1.6672,1.5446,18.019
2021-12-08,1.1299,128.57,25.475,7.4362,0.85603,368.13,4.5962,10.2513,1.0432,10.096,1.5841,1.4281,8.8088,1328.25,1.6659,1.5415,17.8168
2021-12-07,1.1256,127.83,25.465,7.4363,0.84933,365.88,4.5942,10.2573,1.0414,10.19,1.5836,1.4258,8.7753,1325.5,1.6607,1.538,17.9612
2021-12-06,1.1287,127.78,25.421,7.4362,0.85128,364.43,4.5924,10.2688,1.0416,10.2943,1.6034,1.4437,8.8053,1333.81,1.6703,1.5456,18.0231
2021-12-03,1.1291,127.97,25.415,7.4362,0.85048,363.86,4.5923,10.3185,1.0387,10.2875,1.5999,1.4471,8.8006,1334.04,1.6634,1.5466,17.9509
2021-12-02,1.1339,127.94,25.42,7.4362,0.85135,362.44,4.5953,10.2658,1.0414,10.2962,1.5975,1.4526,8.8375,1333.57,1.6662,1.5501,17.9652
2021-12-01,1.1314,128.27,25.443,7.4362,0.85,363.78,4.6283,10.226,1.0427,10.2195,1.5849,1.4433,8.8154,1330.53,1.6548,1.5431,17.9011
2021-11-30,1.1363,128.2,25.526,7.4368,0.85173,365.68,4.6639,10.286,1.043,10.2795,1.5898,1.4518,8.8601,1350.29,1.6644,1.5521,18.2269
2021-11-29,1.1276,128.21,25.671,7.4367,0.84583,368.58,4.6962,10.2903,1.044,10.214,1.5782,1.4362,8.795,1344.73,1.6552,1.5441,18.2509
2021-11-26,1.1291,128.82,25.662,7.4365,0.8462,368.56,4.7117,10.26,1.0446,10.1613,1.5795,1.4397,8.8045,1348.9,1.6538,1.547,18.2448
2021-11-25,1.1223,129.41,25.475,7.4362,0.84295,366.61,4.6661,10.176,1.048,10.0655,1.5627,1.4223,8.7514,1337.04,1.6394,1.535,17.8177
2021-11-24,1.1206,129.06,25.501,7.4367,0.83935,369.15,4.6802,10.1905,1.0484,10.026,1.5549,1.4227,8.7372,1331.51,1.6257,1.533,17.8078
2021-11-23,1.1259,129.36,25.445,7.4364,0.84185,370.91,4.7119,10.133,1.0492,10.071,1.5581,1.4324,8.7744,1340.6,1.6241,1.5381,17.849
2021-11-22,1.1278,128.69,25.373,7.4368,0.83923,369.12,4.6984,10.128,1.0454,10.0715,1.5532,1.4257,8.7875,1338.72,1.6095,1.5357,17.7799
2021-11-19,1.1271,128.22,25.413,7.4366,0.83928,367.8,4.6818,10.096,1.0462,10.0483,1.5581,1.4254,8.7832,1344.64,1.6098,1.5344,17.7513
2021-11-18,1.1345,129.58,25.23,7.4362,0.84173,363.69,4.6565,10.0555,1.0511,9.9523,1.558,1.4295,8.8366,1342.26,1.6106,1.5408,17.7211
2021-11-17,1.1316,129.78,25.22,7.4365,0.8409,364.73,4.6571,10.0303,1.053,9.8895,1.5521,1.4206,8.814,1337.42,1.6162,1.5364,17.5176
2021-11-16,1.1368,129.89,25.227,7.4367,0.84533,366.35,4.6545,10.0293,1.0528,9.8863,1.549,1.4248,8.8544,1343.0,1.6186,1.5393,17.3177
2021-11-15,1.1444,130.32,25.217,7.4375,0.85165,365.98,4.6374,10.007,1.0533,9.9173,1.5537,1.4334,8.9156,1350.36,1.6174,1.5457,17.3545
2021-11-12,1.1448,130.5,25.238,7.437,0.85505,366.15,4.6428,10.0085,1.0568,9.9508,1.569,1.4416,8.9206,1349.1,1.6293,1.5494,17.4919
2021-11-11,1.146,130.59,25.254,7.4372,0.85538,364.8,4.6296,9.9648,1.0561,9.9695,1.5699,1.4419,8.9299,1353.13,1.6318,1.5516,17.4775
2021-11-10,1.1558,130.9,25.209,7.4376,0.85548,362.15,4.6121,9.9645,1.0555,9.8848,1.5697,1.4371,9.0035,1362.58,1.6285,1.5585,17.5294
2021-11-09,1.1577,130.9,25.197,7.4377,0.8538,360.99,4.5926,9.8995,1.0592,9.8555,1.5642,1.4397,9.0186,1362.47,1.6192,1.5601,17.3964
2021-11-08,1.1579,131.29,25.252,7.4383,0.85478,359.76,4.5956,9.9588,1.0591,9.8745,1.5621,1.4411,9.0175,1368.52,1.6151,1.5611,17.3716
2021-11-05,1.1519,130.98,25.275,7.4376,0.85545,359.5,4.6037,9.9033,1.0559,9.8878,1.5594,1.4341,8.967,1366.75,1.6242,1.5581,17.5039
2021-11-04,1.1569,131.77,25.469,7.4377,0.8535,359.86,4.6067,9.906,1.0554,9.859,1.5602,1.4365,9.0059,1369.33,1.6235,1.5627,17.5896
2021-11-03,1.1578,131.9,25.546,7.4381,0.84823,358.88,4.5875,9.912,1.0568,9.861,1.5574,1.4386,9.0114,1369.05,1.622,1.5627,17.8613
2021-11-02,1.1603,132.03,25.572,7.4399,0.84955,359.35,4.6078,9.8973,1.0594,9.792,1.5544,1.4389,9.0297,1363.97,1.626,1.5637,17.9158
2021-11-01,1.1578,132.19,25.634,7.4396,0.84575,360.48,4.6225,9.9135,1.0562,9.7368,1.54,1.4325,9.0108,1363.88,1.6097,1.5624,17.7451
2021-10-29,1.1645,132.62,25.697,7.4389,0.8449,360.0,4.6215,9.9368,1.0611,9.7495,1.5455,1.4383,9.0563,1362.92,1.6255,1.5676,17.7447
2021-10-28,1.1593,131.7,25.709,7.4391,0.84373,363.33,4.6192,9.969,1.0656,9.7468,1.5411,1.4325,9.0167,1357.69,1.6146,1.5623,17.5553
2021-10-27,1.1617,132.0,25.684,7.4394,0.8453,364.05,4.6207,9.9713,1.067,9.7368,1.5458,1.4414,9.0363,1360.44,1.6211,1.5665,17.3934
2021-10-26,1.1618,132.47,25.7,7.4392,0.84178,365.29,4.6009,9.9848,1.0684,9.6828,1.5465,1.4361,9.0335,1354.11,1.6172,1.5637,17.1309
2021-10-25,1.1603,131.88,25.734,7.4399,0.8438,365.84,4.6187,10.0,1.0666,9.7098,1.5505,1.4347,9.0191,1357.3,1.6235,1.5633,17.1563
2021-10-22,1.163,132.43,25.655,7.4405,0.8437,363.52,4.5975,9.9748,1.0668,9.7075,1.551,1.4341,9.0412,1368.39,1.6257,1.5669,17.0626
2021-10-21,1.1637,132.85,25.615,7.4406,0.8429,363.39,4.603,10.0145,1.069,9.7065,1.5528,1.4359,9.0487,1370.6,1.6214,1.5672,16.9215
2021-10-20,1.1623,132.78,25.519,7.4404,0.84503,361.59,4.585,10.015,1.0739,9.7435,1.5528,1.4349,9.0375,1364.31,1.6219,1.5629,16.8307
